DATE;TIME;HIGH;LOW;CLOSE;OPEN;VOLUME
2015.04.27;12:00:00;1.4465;1.44228;1.44468;1.44392;16983
2015.04.27;16:00:00;1.44927;1.44392;1.44722;1.44466;21985
2015.04.27;20:00:00;1.44766;1.44428;1.44607;1.44722;8852
2015.04.28;00:00:00;1.44642;1.44077;1.4451;1.44612;3942
2015.04.28;04:00:00;1.44657;1.44337;1.44372;1.4451;5643
2015.04.28;08:00:00;1.44718;1.44327;1.44624;1.44372;18824
2015.04.28;12:00:00;1.44752;1.44217;1.44323;1.4462;21915
2015.04.28;16:00:00;1.44772;1.44147;1.44663;1.44323;24322
2015.04.28;20:00:00;1.44877;1.44427;1.44617;1.44662;9283
2015.04.29;00:00:00;1.44766;1.44447;1.44736;1.44622;6053
2015.04.29;04:00:00;1.45025;1.44696;1.44817;1.44737;11808
2015.04.29;08:00:00;1.45412;1.44757;1.4538;1.44817;30117
2015.04.29;12:00:00;1.46042;1.45245;1.45722;1.45379;41214
2015.04.29;16:00:00;1.47272;1.45636;1.46783;1.45723;58197
2015.04.29;20:00:00;1.47106;1.46187;1.46742;1.46782;30043
2015.04.30;00:00:00;1.47112;1.46665;1.46672;1.46767;6883
2015.04.30;04:00:00;1.47033;1.46647;1.46906;1.46672;14430
2015.04.30;08:00:00;1.4879;1.46676;1.48185;1.46907;44033
2015.04.30;12:00:00;1.48308;1.47276;1.47818;1.48185;45835
2015.04.30;16:00:00;1.48638;1.47499;1.48623;1.4782;51597
2015.04.30;20:00:00;1.49121;1.48325;1.48502;1.48622;21789
2015.05.01;00:00:00;1.48537;1.48339;1.48355;1.48537;5202
2015.05.01;04:00:00;1.48436;1.48282;1.48345;1.48356;7291
2015.05.01;08:00:00;1.49127;1.48313;1.49008;1.48345;23015
2015.05.01;12:00:00;1.49374;1.488;1.49285;1.49008;28445
2015.05.01;16:00:00;1.49688;1.48642;1.48703;1.49286;39503
2015.05.01;20:00:00;1.49252;1.48688;1.48847;1.48705;13492
2015.05.04;00:00:00;1.4911;1.48569;1.49045;1.48757;5961
2015.05.04;04:00:00;1.49184;1.48888;1.4905;1.49045;9543
2015.05.04;08:00:00;1.49303;1.48403;1.48411;1.49049;26689
2015.05.04;12:00:00;1.48859;1.48227;1.48782;1.4841;29267
2015.05.04;16:00:00;1.48924;1.48393;1.48647;1.48782;31456
2015.05.04;20:00:00;1.48667;1.48252;1.48372;1.48647;13012
2015.05.05;00:00:00;1.48582;1.48302;1.48564;1.48357;5061
2015.05.05;04:00:00;1.48927;1.48454;1.48582;1.48565;10425
2015.05.05;08:00:00;1.4891;1.48008;1.48344;1.4858;34520
2015.05.05;12:00:00;1.48993;1.48152;1.48793;1.48344;39724
2015.05.05;16:00:00;1.49294;1.48427;1.49107;1.488;47839
2015.05.05;20:00:00;1.49341;1.48896;1.48927;1.49116;15061
2015.05.06;00:00:00;1.49014;1.48772;1.48917;1.48922;5608
2015.05.06;04:00:00;1.4945;1.48757;1.4917;1.48917;16710
2015.05.06;08:00:00;1.49396;1.48983;1.49155;1.49169;39783
2015.05.06;12:00:00;1.49665;1.48826;1.49546;1.49153;45101
2015.05.06;16:00:00;1.50337;1.49462;1.50136;1.49534;53281
2015.05.06;20:00:00;1.50503;1.50051;1.50122;1.50136;19665
2015.05.07;00:00:00;1.50287;1.50003;1.50162;1.50127;7957
2015.05.07;04:00:00;1.50711;1.50162;1.50646;1.50162;15157
2015.05.07;08:00:00;1.51227;1.50547;1.51029;1.50644;37294
2015.05.07;12:00:00;1.51484;1.49884;1.50328;1.51028;48092
2015.05.07;16:00:00;1.50507;1.49711;1.50218;1.50331;43335
2015.05.07;20:00:00;1.50295;1.49994;1.50082;1.50222;16712
2015.05.08;00:00:00;1.50197;1.49557;1.49817;1.50097;10552
2015.05.08;04:00:00;1.50133;1.49189;1.49249;1.49817;22302
2015.05.08;08:00:00;1.49622;1.48809;1.4949;1.4925;39614
2015.05.08;12:00:00;1.5005;1.48728;1.49493;1.49489;41980
2015.05.08;16:00:00;1.4964;1.48929;1.49072;1.49497;46418
2015.05.08;20:00:00;1.49236;1.48722;1.48837;1.49071;13575
2015.05.11;00:00:00;1.49025;1.48557;1.48723;1.48577;7014
2015.05.11;04:00:00;1.48818;1.48537;1.48789;1.48722;15923
2015.05.11;08:00:00;1.49428;1.48691;1.4902;1.48787;31491
2015.05.11;12:00:00;1.49143;1.48637;1.48714;1.4902;32374
2015.05.11;16:00:00;1.49079;1.48634;1.49079;1.48709;38370
2015.05.11;20:00:00;1.49185;1.48923;1.49147;1.49078;12860
2015.05.12;00:00:00;1.49268;1.48912;1.49185;1.49142;5744
2015.05.12;04:00:00;1.49553;1.49138;1.49537;1.49187;12690
2015.05.12;08:00:00;1.5048;1.49518;1.50338;1.49537;37037
2015.05.12;12:00:00;1.50533;1.49962;1.50094;1.50337;39153
