DATE;TIME;HIGH;LOW;CLOSE;OPEN;VOLUME
2015.04.27;12:00:00;1.51495;1.51059;1.51315;1.51449;22640
2015.04.27;16:00:00;1.52605;1.51252;1.52442;1.51318;30553
2015.04.27;20:00:00;1.52555;1.52189;1.52364;1.5244;15350
2015.04.28;00:00:00;1.52365;1.52167;1.5229;1.52364;10158
2015.04.28;04:00:00;1.52373;1.52215;1.52319;1.52289;7339
2015.04.28;08:00:00;1.52602;1.5174;1.52116;1.52319;23958
2015.04.28;12:00:00;1.53045;1.52051;1.52799;1.52115;29033
2015.04.28;16:00:00;1.53364;1.52728;1.53148;1.528;33228
2015.04.28;20:00:00;1.53419;1.53091;1.53379;1.53148;14795
2015.04.29;00:00:00;1.53447;1.53268;1.53421;1.53376;7629
2015.04.29;04:00:00;1.53435;1.53303;1.53359;1.53426;7101
2015.04.29;08:00:00;1.54056;1.53332;1.53909;1.53359;22264
2015.04.29;12:00:00;1.54143;1.53467;1.53805;1.53909;34018
2015.04.29;16:00:00;1.54976;1.53614;1.54562;1.53807;43766
2015.04.29;20:00:00;1.54696;1.53931;1.54361;1.54559;28853
2015.04.30;00:00:00;1.54469;1.54215;1.54349;1.54359;7490
2015.04.30;04:00:00;1.54431;1.54167;1.54213;1.54348;10445
2015.04.30;08:00:00;1.54915;1.54008;1.54543;1.54213;31166
2015.04.30;12:00:00;1.54616;1.53561;1.53741;1.54542;36481
2015.04.30;16:00:00;1.53855;1.53029;1.53328;1.53739;40803
2015.04.30;20:00:00;1.53608;1.53121;1.53504;1.53331;16612
2015.05.01;00:00:00;1.53585;1.53403;1.5349;1.5349;8601
2015.05.01;04:00:00;1.53524;1.53361;1.5348;1.53489;6338
2015.05.01;08:00:00;1.53965;1.52898;1.52898;1.53478;18508
2015.05.01;12:00:00;1.53236;1.52174;1.52356;1.52897;22205
2015.05.01;16:00:00;1.52483;1.51132;1.51142;1.52355;31652
2015.05.01;20:00:00;1.51596;1.51142;1.51334;1.51142;13017
2015.05.04;00:00:00;1.5163;1.51336;1.51461;1.51392;9721
2015.05.04;04:00:00;1.51618;1.51447;1.51514;1.51456;7698
2015.05.04;08:00:00;1.51738;1.51239;1.51501;1.51515;20190
2015.05.04;12:00:00;1.51546;1.50893;1.51446;1.51501;22764
2015.05.04;16:00:00;1.51482;1.50983;1.51219;1.51443;25653
2015.05.04;20:00:00;1.5126;1.51041;1.51181;1.51221;12907
2015.05.05;00:00:00;1.51236;1.51144;1.51205;1.51183;6397
2015.05.05;04:00:00;1.51252;1.51108;1.5117;1.51205;6456
2015.05.05;08:00:00;1.51507;1.5088;1.5124;1.51169;24452
2015.05.05;12:00:00;1.51699;1.51092;1.51567;1.5124;30318
2015.05.05;16:00:00;1.52086;1.51328;1.52018;1.51565;36418
2015.05.05;20:00:00;1.52172;1.51645;1.51808;1.52019;14062
2015.05.06;00:00:00;1.51811;1.51652;1.51686;1.51808;7872
2015.05.06;04:00:00;1.52157;1.51652;1.52129;1.51686;10182
2015.05.06;08:00:00;1.52403;1.5149;1.51742;1.52131;28610
2015.05.06;12:00:00;1.5263;1.5167;1.5226;1.51743;34889
2015.05.06;16:00:00;1.52905;1.52002;1.5231;1.52261;40238
2015.05.06;20:00:00;1.52655;1.52271;1.52432;1.52314;14670
2015.05.07;00:00:00;1.52472;1.52327;1.52353;1.52449;11891
2015.05.07;04:00:00;1.5247;1.52271;1.52396;1.52354;15507
2015.05.07;08:00:00;1.52519;1.51627;1.51914;1.52398;26373
2015.05.07;12:00:00;1.52478;1.51867;1.52245;1.51916;35890
2015.05.07;16:00:00;1.5235;1.51666;1.52106;1.52245;37276
2015.05.07;20:00:00;1.52746;1.5209;1.52415;1.52106;16645
2015.05.08;00:00:00;1.54475;1.52353;1.53989;1.52355;20215
2015.05.08;04:00:00;1.55214;1.53963;1.55121;1.53989;23562
2015.05.08;08:00:00;1.55195;1.54152;1.54775;1.55114;37391
2015.05.08;12:00:00;1.54785;1.53541;1.5429;1.54775;36077
2015.05.08;16:00:00;1.54643;1.5359;1.54485;1.54296;40614
2015.05.08;20:00:00;1.54748;1.54346;1.54368;1.54482;13299
2015.05.11;00:00:00;1.54539;1.54205;1.54227;1.54408;7569
2015.05.11;04:00:00;1.54317;1.54042;1.54152;1.54227;10704
2015.05.11;08:00:00;1.54333;1.53922;1.54064;1.54151;21304
2015.05.11;12:00:00;1.55142;1.53925;1.55142;1.54067;27856
2015.05.11;16:00:00;1.56044;1.55022;1.55809;1.55145;33148
2015.05.11;20:00:00;1.5612;1.55754;1.55853;1.55809;13189
2015.05.12;00:00:00;1.55889;1.55627;1.55666;1.55851;9105
2015.05.12;04:00:00;1.55806;1.55641;1.55758;1.55666;7931
2015.05.12;08:00:00;1.56469;1.55562;1.56332;1.55758;25329
2015.05.12;12:00:00;1.57096;1.56322;1.56495;1.56334;30068
2015.05.12;16:00:00;1.57074;1.56406;1.57026;1.56495;25361
2015.05.12;20:00:00;1.57041;1.56639;1.56678;1.57024;12841
2015.05.13;00:00:00;1.56816;1.56616;1.56723;1.5668;8067
2015.05.13;04:00:00;1.56881;1.56586;1.56851;1.56725;10247
2015.05.13;08:00:00;1.57462;1.56607;1.57235;1.56851;22932
2015.05.13;12:00:00;1.57396;1.56325;1.56969;1.57234;36325
2015.05.13;16:00:00;1.57682;1.56757;1.57425;1.5697;31587
2015.05.13;20:00:00;1.57527;1.57273;1.57444;1.5743;12221
2015.05.14;00:00:00;1.57489;1.57272;1.57331;1.57445;9279
2015.05.14;04:00:00;1.57599;1.57332;1.57508;1.57332;9187
2015.05.14;08:00:00;1.57878;1.57416;1.57625;1.57508;23947
2015.05.14;12:00:00;1.58138;1.5759;1.57931;1.57626;25755
2015.05.14;16:00:00;1.58042;1.57412;1.57571;1.57929;29047
2015.05.14;20:00:00;1.57784;1.57469;1.5774;1.57572;12100
2015.05.15;00:00:00;1.57789;1.5759;1.57655;1.5774;7454
2015.05.15;04:00:00;1.5778;1.57564;1.57707;1.57654;8608
2015.05.15;08:00:00;1.57829;1.57351;1.57469;1.57708;24109
2015.05.15;12:00:00;1.57487;1.57007;1.57222;1.5747;23034
2015.05.15;16:00:00;1.58078;1.57144;1.57615;1.57222;33772
