DATE;TIME;HIGH;LOW;CLOSE;OPEN;VOLUME
2015.04.27;12:00:00;13.1457;13.0822;13.1019;13.136;24288
2015.04.27;16:00:00;13.1209;13.0295;13.0547;13.1018;29099
2015.04.27;20:00:00;13.0639;13.0315;13.0615;13.0546;13533
2015.04.28;00:00:00;13.064;13.0231;13.0609;13.0615;5808
2015.04.28;04:00:00;13.0821;13.0545;13.0645;13.0607;5342
2015.04.28;08:00:00;13.095;13.0185;13.0502;13.065;22689
2015.04.28;12:00:00;13.0617;12.9852;13.0159;13.0502;25975
2015.04.28;16:00:00;13.0435;12.9452;12.9819;13.0159;27960
2015.04.28;20:00:00;13.0228;12.9792;13.022;12.9822;10878
2015.04.29;00:00:00;13.0287;13.001;13.0271;13.022;3180
2015.04.29;04:00:00;13.0366;12.9482;12.9873;13.0269;4815
2015.04.29;08:00:00;13.0396;12.981;13.0344;12.9874;18735
2015.04.29;12:00:00;13.0803;13.01146;13.0433;13.0342;28669
2015.04.29;16:00:00;13.1345;13.019;13.0817;13.0439;42541
2015.04.29;20:00:00;13.1308;13.01416;13.1027;13.0817;20549
2015.04.30;00:00:00;13.1219;13.0665;13.0805;13.1029;6351
2015.04.30;04:00:00;13.111;13.0681;13.095;13.0804;6768
2015.04.30;08:00:00;13.2694;13.0757;13.2374;13.095;26651
2015.04.30;12:00:00;13.2677;13.1866;13.2299;13.2386;33131
2015.04.30;16:00:00;13.4177;13.2288;13.3564;13.23;40284
2015.04.30;20:00:00;13.4145;13.3309;13.3535;13.3562;13639
2015.05.01;00:00:00;13.356;13.32054;13.32517;13.354;1815
2015.05.01;04:00:00;13.35146;13.3169;13.3377;13.32517;4044
2015.05.01;08:00:00;13.3873;13.327;13.3522;13.3375;14629
2015.05.01;12:00:00;13.4451;13.3369;13.4317;13.3522;21803
2015.05.01;16:00:00;13.5387;13.4285;13.4855;13.4316;25192
2015.05.01;20:00:00;13.5233;13.4766;13.47891;13.4859;8432
2015.05.04;00:00:00;13.4907;13.463;13.477;13.46834;1922
2015.05.04;04:00:00;13.502;13.4661;13.4985;13.4765;2934
2015.05.04;08:00:00;13.5177;13.3932;13.4021;13.4985;18513
2015.05.04;12:00:00;13.4531;13.3768;13.4397;13.4009;21607
2015.05.04;16:00:00;13.4619;13.4016;13.4519;13.4395;23087
2015.05.04;20:00:00;13.4545;13.416;13.4315;13.4508;11213
2015.05.05;00:00:00;13.4445;13.4285;13.437;13.43;2287
2015.05.05;04:00:00;13.442;13.389;13.4005;13.437;4340
2015.05.05;08:00:00;13.4208;13.3452;13.3592;13.3999;22010
2015.05.05;12:00:00;13.4014;13.339;13.3656;13.3592;24899
2015.05.05;16:00:00;13.4673;13.3298;13.4215;13.3656;27682
2015.05.05;20:00:00;13.4366;13.385;13.386;13.4215;7934
2015.05.06;00:00:00;13.4004;13.3835;13.3907;13.3875;3107
2015.05.06;04:00:00;13.4407;13.374;13.4315;13.388;6922
2015.05.06;08:00:00;13.5266;13.4175;13.5009;13.4315;25340
2015.05.06;12:00:00;13.5448;13.46611;13.4933;13.5009;31324
2015.05.06;16:00:00;13.6107;13.4901;13.6046;13.4941;35808
2015.05.06;20:00:00;13.6425;13.603;13.627;13.6044;13882
2015.05.07;00:00:00;13.6305;13.59983;13.6045;13.6275;4044
2015.05.07;04:00:00;13.6525;13.601;13.6509;13.6047;6073
2015.05.07;08:00:00;13.7528;13.6384;13.7212;13.651;26402
2015.05.07;12:00:00;13.794;13.5115;13.5674;13.7206;35940
2015.05.07;16:00:00;13.5934;13.5071;13.54;13.5669;31253
2015.05.07;20:00:00;13.573;13.5224;13.538;13.54;13183
2015.05.08;00:00:00;13.55;13.4805;13.5304;13.5365;6605
2015.05.08;04:00:00;13.5466;13.485;13.51;13.53;9468
2015.05.08;08:00:00;13.5134;13.4382;13.5014;13.51;26206
