DATE;TIME;HIGH;LOW;CLOSE;OPEN;VOLUME
2015.04.27;12:00:00;7072.7;7062.4;7072.7;7063;369
2015.04.27;16:00:00;7109;7021.2;7049;7069.2;3801
2015.04.27;20:00:00;7122.2;7044;7114.7;7049.2;3916
2015.04.28;00:00:00;7118;7067.2;7080;7114.5;3008
2015.04.28;04:00:00;7086.2;7068.2;7072.9;7080.5;1711
2015.04.28;08:00:00;7084.8;7074.2;7076.8;7076.5;762
2015.04.28;12:00:00;7080;7069.8;7076.2;7076.6;749
2015.04.28;16:00:00;7085;7026.7;7055.9;7076;2723
2015.04.28;20:00:00;7057.7;7008.4;7028.2;7056.2;4403
2015.04.29;00:00:00;7040.2;6981.2;7036.4;7028.4;7512
2015.04.29;04:00:00;7060.2;7028.7;7051;7036.2;2132
2015.04.29;08:00:00;7053;7046.4;7052.6;7050.6;521
2015.04.29;12:00:00;7052.8;7041.2;7043.6;7052.8;607
2015.04.29;16:00:00;7060.2;7011.4;7047.3;7043.8;5574
2015.04.29;20:00:00;7047.8;6957.8;6981;7047;5754
2015.04.30;00:00:00;6992.8;6927.3;6952.5;6981.3;9896
2015.04.30;04:00:00;6988.5;6937;6974.3;6952.3;4022
2015.04.30;08:00:00;6973.4;6961.8;6970.8;6969.6;804
2015.04.30;12:00:00;6976.2;6956.8;6957;6971;1121
2015.04.30;16:00:00;6973.3;6902.5;6951;6956.8;8086
2015.04.30;20:00:00;6968.7;6939;6958;6951.5;5622
2015.05.01;00:00:00;6987;6922;6953.7;6957.7;9437
2015.05.01;04:00:00;6971.5;6924.5;6938.2;6953.5;3820
2015.05.01;08:00:00;6945;6933.8;6943.4;6940.6;755
2015.05.01;12:00:00;6946.2;6937.6;6945.2;6943.2;493
2015.05.01;16:00:00;6958.5;6913.7;6948.7;6945.8;1952
2015.05.01;20:00:00;6980;6945.5;6964.5;6948.5;2098
2015.05.04;00:00:00;6995;6963.7;6985.7;6965.5;4302
2015.05.04;04:00:00;7036;6981.7;7031.9;6985.5;1622
2015.05.04;08:00:00;7033.3;7019.9;7022.3;7033.3;687
2015.05.04;12:00:00;7024.5;7018.9;7024.5;7022.1;400
2015.05.04;16:00:00;7054.4;7000.1;7050.2;7024.3;3502
2015.05.04;20:00:00;7064.2;7037.4;7057.4;7050;4229
2015.05.05;00:00:00;7060.2;7026.2;7042;7057.6;8658
2015.05.05;04:00:00;7047;7029.2;7038;7042.2;4273
2015.05.05;08:00:00;7040;7033.6;7036.4;7037.2;399
2015.05.05;12:00:00;7037.6;7027.6;7030.4;7036.2;441
2015.05.05;16:00:00;7053.7;7003.2;7032.7;7030;6963
2015.05.05;20:00:00;7042.5;6988;6991.2;7033;5963
2015.05.06;00:00:00;7029.2;6921.5;6938.2;6988.7;9387
2015.05.06;04:00:00;6945.5;6923.5;6941.5;6938.5;2829
2015.05.06;08:00:00;6946.9;6940.1;6944.9;6941.9;578
2015.05.06;12:00:00;6962.9;6943.1;6957.5;6945.1;748
2015.05.06;16:00:00;6974.2;6912.5;6950.7;6958.1;7181
2015.05.06;20:00:00;6962;6925;6950.5;6950.5;5438
