DATE;TIME;HIGH;LOW;CLOSE;OPEN;VOLUME
2015.04.27;12:00:00;180.725;180.293;180.625;180.501;31365
2015.04.27;16:00:00;181.569;180.541;181.304;180.626;41402
2015.04.27;20:00:00;181.506;181.204;181.353;181.304;20583
2015.04.28;00:00:00;181.478;181.232;181.444;181.353;14204
2015.04.28;04:00:00;181.5;181.239;181.42;181.445;14283
2015.04.28;08:00:00;181.595;180.679;181.062;181.419;33263
2015.04.28;12:00:00;182.11;180.973;181.878;181.062;40091
2015.04.28;16:00:00;182.216;181.836;182.143;181.879;44255
2015.04.28;20:00:00;182.399;182.062;182.28;182.143;20811
2015.04.29;00:00:00;182.34;182.107;182.238;182.278;11426
2015.04.29;04:00:00;182.349;182.161;182.265;182.235;12226
2015.04.29;08:00:00;183.523;182.234;183.427;182.266;32880
2015.04.29;12:00:00;183.517;182.993;183.339;183.427;44858
2015.04.29;16:00:00;184.111;183.148;183.481;183.339;58361
2015.04.29;20:00:00;183.782;183.12;183.691;183.477;39276
2015.04.30;00:00:00;183.885;183.442;183.659;183.693;15664
2015.04.30;04:00:00;183.704;182.786;182.946;183.659;25969
2015.04.30;08:00:00;184.144;182.574;183.721;182.946;48030
2015.04.30;12:00:00;183.857;183.091;183.415;183.721;49170
2015.04.30;16:00:00;184.129;183.136;183.45;183.415;56535
2015.04.30;20:00:00;183.458;183.094;183.24;183.449;27037
2015.05.01;00:00:00;183.738;183.19;183.673;183.214;10451
2015.05.01;04:00:00;183.709;183.502;183.618;183.681;11165
2015.05.01;08:00:00;184.46;183.157;183.157;183.617;26089
2015.05.01;12:00:00;183.48;182.476;182.695;183.157;28444
2015.05.01;16:00:00;182.877;181.767;181.775;182.695;44480
2015.05.01;20:00:00;182.195;181.776;181.897;181.777;17591
2015.05.04;00:00:00;182.28;181.84;181.994;181.988;11492
2015.05.04;04:00:00;182.109;181.884;181.939;181.992;11454
2015.05.04;08:00:00;182.113;181.629;181.963;181.939;28411
2015.05.04;12:00:00;182.041;181.453;181.881;181.966;32192
2015.05.04;16:00:00;181.921;181.472;181.687;181.88;35506
2015.05.04;20:00:00;181.709;181.396;181.6;181.688;16567
2015.05.05;00:00:00;181.692;181.531;181.663;181.578;8529
2015.05.05;04:00:00;181.741;181.47;181.509;181.663;10816
2015.05.05;08:00:00;182.04;181.435;181.904;181.508;34636
2015.05.05;12:00:00;182.473;181.731;182.044;181.905;41058
2015.05.05;16:00:00;182.778;181.812;182.192;182.047;51584
2015.05.05;20:00:00;182.291;181.709;181.887;182.197;21468
2015.05.06;00:00:00;181.983;181.823;181.967;181.89;11450
2015.05.06;04:00:00;182.454;181.943;182.42;181.967;14372
2015.05.06;08:00:00;182.502;181.434;181.717;182.421;40410
2015.05.06;12:00:00;182.518;181.631;182.054;181.715;47321
2015.05.06;16:00:00;182.434;181.875;182.164;182.052;53168
2015.05.06;20:00:00;182.27;181.844;182.064;182.168;22313
2015.05.07;00:00:00;182.185;181.786;181.91;182.063;14650
2015.05.07;04:00:00;182.26;181.871;182.059;181.912;19754
2015.05.07;08:00:00;182.255;180.94;181.269;182.051;39360
2015.05.07;12:00:00;181.818;181.129;181.663;181.272;49805
2015.05.07;16:00:00;182.368;181.004;182.222;181.668;50388
2015.05.07;20:00:00;182.987;182.206;182.484;182.222;22665
2015.05.08;00:00:00;184.875;182.278;184.523;182.484;23862
2015.05.08;04:00:00;186.027;184.502;185.936;184.523;28337
2015.05.08;08:00:00;186.036;184.938;185.844;185.937;44836
2015.05.08;12:00:00;185.853;184.463;184.759;185.844;43496
2015.05.08;16:00:00;185.223;184.13;184.95;184.765;53208
2015.05.08;20:00:00;185.203;184.831;184.854;184.95;16282
2015.05.11;00:00:00;185.108;184.647;184.681;184.737;13289
2015.05.11;04:00:00;184.93;184.675;184.814;184.681;16255
2015.05.11;08:00:00;185.121;184.622;184.769;184.822;31278
2015.05.11;12:00:00;186.029;184.562;186.029;184.766;36491
2015.05.11;16:00:00;187.376;185.811;187.056;186.036;43981
2015.05.11;20:00:00;187.386;187.02;187.123;187.057;17647
